lat,lng,buildings
45.7177,137.212,761
66.9852,131.098,409
32.1874,92.7505,102
67.8076,84.3773,30
66.4602,81.3175,39
2.6312,46.8871,4
54.1061,119.232,746
52.4705,118.418,1580
68.4211,74.4354,1125
61.8838,133.746,3045
48.1598,139.182,108
6.24536,79.7113,182382
44.9591,134.689,1529
57.1078,117.722,939
44.8557,145.711,15
21.6473,39.5245,62544
-27.0943,131.739,24
54.2887,65.307,9870
49.9595,106.476,8920
70.0623,71.7739,209
57.8884,139.301,123
65.3515,155.94,11
56.795,119.667,187
53.7096,104.742,450
51.3251,133.832,541
52.2474,136.901,965
60.7717,133.757,1340
54.4027,110.821,3753
54.3963,87.9714,2473
56.0752,79.6833,1665
58.8024,72.7633,39
22.8015,49.5424,45
53.0116,62.0126,7628
-24.3118,17.0502,1437
52.2552,95.3464,253
51.2684,73.5817,4567
17.3946,33.4889,26541
17.2879,34.6584,2356
-29.1388,127.049,7
57.49,76.3426,818
10.0957,49.2345,132
43.7685,131.164,9537
53.6258,101.288,34049
-26.7293,136.548,3
63.4332,88.9007,97
37.4463,132.173,9
56.1093,111.248,1055
32.1573,78.9285,426
-27.3146,-144.289,302
67.3512,112.466,5
51.8656,142.999,2220
48.4721,144.582,23
17.0107,-91.9941,1755
-21.2826,167.903,3225
16.0408,-12.5491,1736
-30.7796,119.193,140
65.9615,29.3469,11084
54.6087,102.051,23638
53.5938,73.8825,10605
22.1664,59.2655,1297
65.1785,39.498,1393
-25.1866,16.3353,434
-10.8389,130.004,4
-27.9127,15.3927,4
59.7224,159.961,65
50.1617,155.884,365
32.5373,-105.265,372
51.1692,156.6,722
21.0847,94.926,2474
58.8846,92.2289,6183
57.8446,91.5889,4542
60.387,74.9935,3680
3.30234,36.0799,38254
-18.0335,14.1523,3397
-16.0734,14.3764,686
-3.5423,38.7735,9307
53.2741,159.942,178
-21.0269,14.3942,908
9.33304,48.7188,5652
55.9084,158.579,1094
31.7053,-114.875,25
6.24577,45.7868,75
57.0611,163.483,30
25.6915,89.5959,587789
57.2712,96.8658,3286
32.3432,-102.883,9700
51.3138,158.357,23
27.937,54.2872,631
59.9003,55.1797,16384
19.322,-102.063,3853
59.8921,166.699,7
-18.3855,179.803,686
69.8187,139.535,479
51.3675,96.45,103
26.191,-106.973,271
2.20935,38.845,3957
-19.3751,16.9735,1499
0.206662,41.039,2335
54.3959,168.38,4
-28.9585,113.518,108
66.1615,52.684,1387
52.4694,88.8085,1325
65.718,106.302,84
30.783,99.1531,21
61.5985,89.8926,207
34.8,80.6245,59
63.919,101.05,1021
-30.6425,117.143,209
22.1829,69.2526,355
50.5647,49.7129,895
62.0401,54.445,35265
26.6122,57.6553,243
-24.7004,119.512,722
60.9763,54.8228,1342
17.3598,82.1489,35246
71.6509,103.624,712
55.2575,127.088,535
53.7853,129.002,171
51.3205,130.85,177
49.0002,111.648,539
26.7977,78.0407,2167
67.1436,79.1627,1771
-30.0157,129.958,1
57.1607,70.7039,6524
18.5209,31.8302,398
62.7272,6.06265,76457
-10.5164,161.967,208
57.6762,72.6205,2087
52.4885,141.599,500
17.744,-13.1236,823
-31.7575,120.671,2
66.045,31.5978,1324
67.8785,54.2719,5013
-29.2464,114.611,572
51.6686,49.3086,31741
47.9768,132.497,5479
37.0994,131.143,266
56.4366,107.399,1661
52.7029,102.263,597
38.7231,91.7422,40
58.88,68.9095,7786
27.1709,22.3259,257
-16.2503,59.0982,42
50.3181,95.8318,985
49.8713,132.41,556
26.7115,59.7416,171
60.1852,45.3065,5086
-26.4401,121.295,140
17.075,-97.0726,5334
68.4789,28.1045,6183
62.3619,146.746,79
-16.3725,48.4201,1653
57.8987,84.0168,869
50.1321,139.631,1783
-16.852,125.525,95
54.7784,155.904,726
66.2502,88.4504,1051
-27.5367,19.8363,305
-30.2528,18.908,50
61.0764,152.52,162
40.7818,123.946,408
-19.444,125.495,33
62.9688,151.594,594
5.4333,120.318,8983
-18.4606,-173.457,3715
63.4656,147.297,429
69.6743,164.159,29
15.724,112.865,1
69.6143,160.802,166
-27.1729,116.73,70
64.638,48.9226,1417
-14.9982,126.267,39
47.9262,152.9,15
53.7143,106.435,833
-30.0914,114.894,134
68.1341,51.6176,20
32.6327,90.6521,5
60.5477,66.9591,1704
54.3513,133.812,163
34.4405,63.555,9302
62.5313,33.4146,7175
5.32495,-0.539057,129407
-24.6555,116.675,10
34.8606,59.9124,408
64.213,29.361,26899
38.4343,90.3652,215
59.9184,72.9142,476
51.6837,138.371,414
52.7947,121.38,28
45.3807,148.652,391
67.5834,133.67,1614
9.97714,114.036,189
66.9821,136.265,81
46.0832,138.527,507
52.0753,93.5928,605
22.0923,57.3222,249
67.7045,44.3895,186
22.6163,58.2241,682
66.6056,47.6743,963
7.2434,-10.2517,27139
19.2046,55.8992,3
66.7636,45.1583,615
56.3871,116.35,138
52.0957,139.965,3106
54.843,135.471,401
21.9967,55.4067,41
65.1015,41.8382,398
60.694,137.804,179
56.0973,118.258,59
-23.4911,32.2477,192
3.15185,98.5394,1170488
-19.116,24.9645,324
77.1172,66.3745,36
63.8306,142.853,1943
0.346864,114.844,75
71.6495,136.827,130
64.5276,140.739,165
64.6312,119.641,343
29.9796,78.5562,23706
62.4989,112.03,279
29.5425,77.3572,12457
64.3759,112.7,34
62.686,149.143,1120
58.3948,103.538,374
61.4679,112.884,113
32.5847,80.1815,779
65.4283,111.732,720
-28.8627,116.445,42
63.6314,49.4915,4104
33.2179,93.1559,102
67.2739,89.1796,130
17.3702,-14.2172,1553
-30.9862,124.653,17
66.7708,28.1985,35778
61.574,81.4913,984
32.7128,87.2268,133
61.2159,79.2868,2027
62.3941,58.5044,239
62.5028,31.3747,4514
-18.8603,121.632,361
58.7248,159.041,513
22.6653,93.1613,63141
59.315,102.484,131
35.0227,92.7142,30
58.6106,76.5872,929
61.8886,150.882,580
-16.4159,129.906,3
20.7423,-98.6654,4571
59.8147,171.158,7
7.79961,-10.971,112421
66.0938,38.6153,258
-16.7407,-179.247,1981
14.7988,122.512,10330
65.6204,161.502,235
-21.3103,-174.35,1931
66.0943,143.706,1858
43.005,146.234,4573
61.9071,77.409,4376
27.0633,56.54,9393
61.5439,62.8225,26502
-23.0154,116.942,3
66.269,177.19,93
66.6471,162.811,45
64.2244,145.338,167
64.9591,143.26,743
62.4205,135.891,1186
62.9258,138.126,107
30.4983,33.3625,74
51.8074,109.627,7583
15.5186,111.759,28
-15.6899,-179.236,11
64.67,162.988,9
22.683,60.1936,157
63.377,38.9197,4160
22.8177,-101.673,882
60.831,167.914,276
20.6669,-104.091,5020
62.7191,163.139,50
60.5273,51.0122,5677
62.7535,165.635,445
-16.9444,124.451,9
60.7876,170.219,446
60.7053,172.504,3
67.5774,56.8934,235
64.1288,53.619,3582
-27.216,117.692,121
-29.7476,116.789,62
23.4488,74.4403,8194
50.0623,46.842,7593
-18.0322,131.355,19
23.0544,-98.3466,25
65.5426,172.65,253
22.3514,91.9626,868579
61.1254,102.42,17
26.0188,90.7981,1753
61.1479,100.168,85
60.0597,139.707,22
44.3998,44.8804,32061
51.1854,60.6067,7163
68.6461,162.6,779
16.7779,113.215,12
67.6078,161.183,353
23.0107,-103.867,257
60.8347,165.594,586
-17.1021,131.747,59
22.5966,-99.5022,1716
63.6063,172.078,23
66.4481,174.391,36
66.6776,165.736,257
-17.7702,133.597,232
19.5892,-98.8207,198603
64.6215,171.031,417
35.9152,-98.7557,1379
-15.3934,-65.0531,4817
9.61941,8.42696,39276
69.4732,174.123,323
68.5521,172.144,390
40.4423,-81.0852,34714
23.7884,53.1209,2773
-23.7095,-46.6335,2181736
66.113,36.2385,451
31.1087,68.3474,209
64.0149,44.9013,9247
-31.501,117.477,175
22.0167,73.285,18018
50.8693,48.05,30163
2.01778,42.1326,230
-51.7939,-59.9675,1093
53.0209,114.997,900
46.885,152.291,52
67.9314,150.066,166
71.2398,178.631,6
65.9858,151.31,936
25.0357,56.8667,3907
-23.2276,-45.5687,24641
65.2186,37.1813,799
50.7505,84.8387,16049
19.6736,93.4138,4552
59.911,92.9015,1176
73.258,55.1821,229
70.9601,-177.945,120
51.147,46.3845,213471
25.1368,71.4439,262
6.0879,-3.86639,2138
9.23361,-4.50814,527
59.4357,66.9748,12550
52.827,132.262,1097
48.4341,133.848,7902
59.4156,70.8852,629
-25.3448,17.5553,1022
-3.58798,39.9043,73970
51.2538,136.818,2386
37.349,89.9657,3
59.9979,68.9498,7545
50.4989,59.1184,7169
71.5213,54.1184,76
71.7533,50.845,325
67.6671,167.292,1009
57.4293,137.406,25
48.8908,41.45,4829
65.323,73.8204,1476
42.9026,134.236,4420
43.2756,135.43,3040
51.7133,101.528,1601
26.67,49.492,5396
52.3413,60.4415,18346
23.5508,96.7829,18858
55.4608,99.1884,8106
50.821,111.835,1578
65.3367,-154.218,7
29.5673,32.563,3876
50.8947,108.805,8612
64.7015,-152.323,153
25.416,33.3175,183
50.8673,110.334,829
45.3426,135.933,338
2.76898,44.7993,13000
-53.8404,-37.849,20
52.7581,116.718,3891
35.7957,91.827,1
60.1273,78.9494,368
63.2387,64.7522,8439
50.7741,79.9945,53916
53.4953,141.834,703
52.8606,143.273,386
30.1942,56.0111,559
10.7205,-4.86493,57784
59.3396,63.0872,2087
52.6462,126.08,4379
12.3217,36.7775,2272
51.9241,80.2899,28695
35.9839,59.777,16765
63.4164,32.4705,1810
49.8366,129.561,21234
52.7731,105.62,4606
33.9005,64.783,463
60.6687,37.1638,11488
61.6487,66.9424,6574
49.3842,131.026,2785
48.5191,140.593,4792
46.5844,133.858,9124
35.0416,67.1754,40312
57.9803,30.2744,34974
-23.8444,121.084,12
35.571,63.4844,5595
59.6673,26.6872,63476
28.8688,70.5518,325
62.6103,50.0277,21565
55.3425,110.097,4496
-15.9323,125.895,38
52.9971,156.3,852
59.9898,107.921,98
34.3909,-120.815,18030
9.0417,165.762,149
62.3443,52.2448,7137
-30.998,-58.2397,2366
42.2469,45.7185,49219
-4.73159,55.2097,32561
19.103,36.1118,5
54.0738,75.6813,14450
38.9053,87.9826,166
63.8152,66.9059,8360
37.6459,91.3198,39
58.293,70.792,579
19.7002,56.7432,228
64.9863,44.1943,3211
50.8018,129.433,9072
56.3077,87.0566,23802
-17.252,50.0897,2527
-44.1817,-177.143,287
29.3589,-112.578,471
5.16666,48.3482,898
9.43727,47.7325,59
56.0292,160.554,1202
16.4282,-5.71159,157
-31.0275,142.82,132
28.1161,91.4205,8439
65.7449,83.3655,757
-13.0011,166.298,263
54.8702,70.541,16945
49.1375,87.4167,838
9.81057,-5.16452,6498
58.8429,65.0606,7868
-9.1459,160.372,23759
20.9079,37.5984,217
54.892,67.0296,18452
49.9326,40.9063,25933
30.4304,52.6951,632
61.9878,60.6839,522
7.33113,168.939,501
-21.4773,116.613,119
61.198,44.6858,6442
3.7091,44.2609,27
50.4844,114.956,2743
6.07385,-4.74846,2854
24.1869,69.3052,252
54.9365,47.9821,74069
-6.77387,109.747,874207
10.6179,170.144,106
30.8055,75.2471,4751
57.4785,43.1783,36934
58.6647,82.397,8185
54.813,63.5361,32941
33.0746,84.9984,27
62.7381,66.9247,2782
25.8876,94.1188,8392
56.3699,98.0567,13393
43.0135,3.90714,308754
9.54714,18.3746,4525
57.3906,87.5672,187
-18.3004,48.4753,14326
65.955,-156.232,1
24.4783,32.5555,1377
50.9021,107.252,5313
55.3152,137.184,34
53.9515,21.8947,195606
59.5941,137.661,144
46.2771,45.4841,3582
49.9003,142.453,3440
-28.1287,113.264,106
23.6476,70.3239,211
49.7718,48.4727,4875
50.2275,116.549,6300
50.2312,143.972,509
51.1996,94.7367,32030
0.149459,42.1354,6618
52.0794,115.543,7753
49.1727,139.478,9013
68.2379,59.1764,21
38.5225,-0.828435,191486
5.85,21.6105,33855
12.9793,39.646,7981
49.9497,86.1517,8191
59.4396,147.45,15
44.6692,43.4318,95489
64.3064,38.0738,7760
68.5709,56.5004,69
65.9415,43.4443,3563
69.2297,58.8584,241
26.3297,53.5807,1026
-23.8538,119.144,24
60.6212,56.9358,15882
49.3181,128.226,5942
51.8369,106.456,15503
32.1267,53.4207,247
-22.2549,116.294,34
61.3178,58.7701,130
8.00584,82.0665,155784
47.5014,133.853,4127
61.6978,56.622,3028
61.4839,75.2172,10859
66.5689,57.2596,1620
31.2596,55.8234,167
58.0716,53.8745,50997
32.3612,85.9658,71
62.9818,77.7166,727
49.9489,118.126,3674
52.1589,120.095,99
44.067,146.692,1366
49.5117,145.046,4
50.5776,119.285,7915
63.2337,-21.0622,2132
31.1092,-8.37829,10391
30.9447,59.2305,1
55.4895,56.4291,78065
9.48176,37.9484,2101
53.068,80.5994,22949
43.7964,145.267,64284
22.0975,35.9712,689
56.5406,72.4852,2485
49.1963,143.525,3004
51.1481,116.06,8207
24.2771,47.1309,5351
52.0914,57.2134,30452
67.8555,39.2299,371
54.0102,92.9844,4801
52.224,77.0342,67121
18.9737,37.2766,666
17.0571,36.965,228
57.1814,67.0036,22979
63.2966,41.122,11462
-62.6999,-59.9273,9
7.67792,48.7702,467
54.9417,157.805,1431
53.6547,109.741,9037
-19.3593,126.573,14
17.493,-101.202,2334
64.1521,178.8,16
31.1063,63.7529,25
64.2836,31.4797,3379
52.7729,107.265,5967
53.6956,108.102,100
50.9462,57.451,27743
5.46625,80.5216,76661
45.188,132.495,5593
59.6444,112.268,320
61.2297,115.174,2549
4.91807,22.0853,25105
35.4927,5.05629,6450
-5.46365,139.616,1960
55.5874,21.9842,226563
53.1267,119.676,887
44.6798,136.93,2069
72.244,56.3179,6
67.9693,71.8767,1008
27.5749,74.8796,1086
-22.1989,47.4529,514371
-19.2924,47.9441,201951
53.5648,89.3146,558
65.1322,30.4396,4093
6.1309,-0.205843,144504
29.2782,58.3426,1563
56.2055,58.0303,53970
58.5056,137.529,53
45.1942,45.9155,3381
10.865,49.912,105
41.75,130.847,373
42.7586,131.003,15314
60.4441,-150.587,607
19.0984,20.824,493
53.6804,103.025,17866
54.9449,79.3756,15248
23.1422,59.1452,413
64.1491,42.6106,7883
51.3993,114.42,16188
0.0926812,43.2227,200
-26.896,14.8995,7652
6.56845,80.7594,283886
43.5456,133.274,21478
-23.1314,-47.6641,53252
64.3319,35.8415,2444
69.6026,170.842,1380
33.6818,91.0316,73
61.0635,64.9155,891
51.6272,112.766,8715
-50.9353,-60.6631,52
51.2031,120.491,1154
45.1262,147.167,1170
-7.90066,112.215,1491300
9.75436,170.649,185
29.4439,69.4518,8
58.1204,46.4564,37763
51.3658,88.3244,1552
52.8845,53.7429,39904
51.5182,118.863,2965
38.2145,85.2047,637
60.5278,70.9838,6154
9.58838,16.1231,6738
31.907,-9.29352,4207
50.7192,113.347,5307
45.591,133.694,26010
-4.37922,-154.518,4
27.0732,91.108,44570
56.256,96.1525,11045
57.0272,27.7195,44838
35.1894,89.2052,3
63.641,75.7071,8428
61.6289,71.0884,6803
-0.736815,21.6159,894
-7.21853,141.087,4653
56.1478,28.5814,46826
62.7182,71.1994,1095
44.7791,131.331,10374
50.2333,51.3706,1275
5.31643,-2.37212,29654
49.4552,50.1002,295
23.0076,73.3706,1560
-29.8139,117.785,26
6.60567,-5.38383,19954
25.6048,72.5363,334
51.6224,43.0572,56627
32.6525,6.09127,633
2.10202,22.4136,624
-6.5595,19.9719,2276
54.7625,22.8541,179128
58.321,141.256,27
45.4736,44.438,8378
-28.2197,122.147,100
16.3951,-96.1449,2715
69.3253,28.7294,3702
54.7548,54.8889,132525
-24.18,-47.6968,24035
64.3238,33.6416,4462
55.4074,44.3443,118120
62.7621,56.2893,5360
-19.3516,46.815,85939
55.4865,88.4807,12189
-38.3551,-72.4661,29562
68.4193,111.35,728
54.9094,84.6715,22398
34.1358,75.653,948
62.1173,73.2437,6416
28.1522,51.1173,109
61.621,32.3141,12243
-26.4085,119.284,1
4.77169,-8.43407,1219
60.5947,27.5267,160199
16.3284,-14.4566,8976
-32.619,120.014,5
66.8767,30.4941,1007
38.2265,100.18,162
-40.8306,175.651,87927
56.7917,90.9794,6994
31.4201,58.04,13
55.9575,63.4327,48998
54.1105,86.1069,97725
-20.2855,47.405,197493
60.8199,77.1191,23153
34.2128,98.1383,12
-15.9682,-151.864,3644
56.9841,92.9459,8495
-7.07257,108.691,2230333
8.90239,171.144,138
29.2487,73.9426,373
58.3244,44.5023,26599
54.5245,77.5134,16734
71.4169,123.996,16
-17.6633,146.351,17375
63.8134,55.9358,3174
-28.9232,117.423,106
65.4119,50.7497,1434
53.8691,143.563,2408
62.5687,75.4546,5009
32.3187,89.4011,149
62.1571,64.8364,14760
64.8321,46.5584,5092
-26.2236,114.563,28
52.1228,52.3464,32274
67.1556,52.1689,2143
54.8742,91.7207,2606
42.5235,133.074,28529
50.8847,142.742,6701
11.1726,39.318,4124
51.8778,85.2424,67772
50.8884,105.675,605
60.1488,-147.147,91
29.8197,29.9011,64
54.6558,105.561,1956
23.1527,35.5166,1653
-28.1994,127.66,5
56.3598,76.1107,6718
25.6947,70.4109,1447
8.58285,-1.09322,16162
28.5375,55.2283,483
59.9585,64.9902,14387
48.9163,132.455,6038
53.0994,140.147,7432
-27.3341,122.765,1
17.9656,-94.8724,1781
68.598,30.5561,338
34.3738,79.3263,82
61.8249,108.238,182
-23.4605,-50.7956,127971
66.9888,35.2418,1249
64.4177,-163.256,172
25.2787,34.5762,1739
52.7211,90.602,6725
17.0932,-25.4975,19164
52.9435,92.3977,9319
-23.8496,118.198,10
58.8129,55.5174,40895
65.2076,178.031,1445
19.6178,54.9037,6
-24.0538,-49.7801,7846
68.7292,35.6368,341
9.07478,105.54,850
69.5453,34.2371,1590
32.9696,56.6599,67
-21.3727,120.594,1
57.3113,52.3019,44774
43.0222,46.7317,217624
48.3498,54.9386,2313
25.1297,51.8487,24488
-3.79166,55.6528,3282
-5.83891,52.7449,37
20.0072,36.851,676
55.2207,75.8905,21270
28.0955,56.3691,2069
-23.8522,120.106,8
62.5298,35.489,5672
16.2738,35.1,4
-30.9509,130.558,29
57.7521,68.8714,30951
45.7309,42.9634,35711
32.7731,54.4116,47
-22.1159,122.25,617
35.6101,65.9394,99
59.7756,35.9943,6776
62.6234,7.94519,85160
-9.82934,161.165,72
18.0755,36.543,140
57.0312,74.3936,17105
60.8294,109.202,4
25.2548,67.2218,97006
5.30296,-4.15349,365310
59.1303,59.2574,12178
-8.89896,161.391,20
55.8934,74.2144,12565
56.1655,30.2426,63160
31.6995,54.6256,3495
-21.4375,118.578,37
6.69528,-9.54609,103508
58.8258,36.7779,36335
42.6997,48.1563,87125
51.241,127.89,32866
55.6637,77.7713,22542
49.3119,136.665,5436
41.6165,-77.5544,22598
-21.1938,-52.7641,1193
-23.9007,-51.8428,18696
55.5983,42.5303,129647
30.454,71.7702,1421
61.8192,48.3694,5517
51.7781,103.191,6442
58.1929,107.644,3599
51.8327,108.054,71031
-29.0461,130.562,41
56.0195,70.6203,26960
-20.3471,46.2642,2713
54.6509,89.844,4122
12.5765,77.1556,354003
50.2752,136.739,48011
-0.493659,35.9878,1083163
5.985,48.8223,27
-21.478,17.9667,1299
53.1491,158.111,17413
53.231,56.9645,36723
39.8088,-77.3498,121537
53.7109,41.9403,31898
49.3182,117.014,6195
67.0416,86.48,1140
29.2799,96.3331,1598
32.9787,96.4405,278
62.4144,88.2663,203
27.1727,47.2993,101
54.2445,72.2351,17087
46.4065,38.5431,155371
-19.5038,-53.7134,32
-46.1802,169.75,8637
53.3308,34.1907,83801
33.3492,65.9939,8893
58.8965,31.1962,48810
-25.5674,121.901,7
50.9671,40.3412,75864
31.0484,70.6537,29
57.2899,45.0823,45524
55.214,86.5704,77934
-18.4071,46.2264,27055
48.7335,120.062,1079
1.05728,42.6767,697
2.70018,45.8487,7190
49.8846,112.466,1890
44.1711,132.305,58440
61.1051,68.9925,30379
63.5038,-18.9488,2140
41.2776,-2.11804,19392
8.56254,21.1826,5010
8.70494,14.4785,11793
32.2106,-8.02639,6060
15.804,39.6076,3763
52.6697,83.8563,36924
20.1389,35.6711,251
53.8063,79.0829,28021
21.1264,52.7822,16
55.0147,37.8418,252003
-26.5296,-50.9084,4889
40.747,-76.7182,69514
-5.44105,-81.2705,27406
-19.1315,-57.6723,1136
54.2864,33.4666,34687
24.0411,57.0229,620
-24.7525,-46.6646,2173
66.0962,33.8971,2554
43.865,42.4638,138230
-31.8478,-55.2594,470
60.0696,-102.7,3
46.7765,48.1073,73326
22.416,54.3682,158
-20.399,-48.6212,11160
42.1064,-82.9335,784382
53.8778,40.217,33592
54.205,80.924,32383
53.142,37.4753,29634
-25.9428,-51.921,1583
41.5212,-79.0423,20647
-3.11783,-81.0188,28
-19.3269,-55.7096,83
55.1831,34.4027,29966
-10.4064,165.821,2080
51.6522,58.9211,62978
20.1214,75.8145,2691
61.834,129.545,44322
-28.1984,121.096,473
18.6582,-95.7969,968
67.6882,29.3309,3030
10.5819,171.24,142
30.3342,74.049,906
57.0698,46.9896,41613
33.9097,67.1813,2945
5.81957,-9.7979,26223
-25.5663,120.888,3
57.0777,31.1197,9181
-11.7508,167.474,250
55.3964,72.357,29362
62.4311,39.7221,15312
26.6473,72.615,1079
33.334,68.3764,1245
58.6366,40.613,29731
21.2048,59.3826,357
-23.0084,-49.7442,5513
67.7842,31.7317,4362
50.2722,128.063,50131
39.02,-75.1357,58276
25.4757,55.7779,175381
-24.2783,-45.5981,9458
52.854,40.8212,193061
26.9238,48.4061,9
54.1631,61.8754,61929
-6.59121,113.562,58825
9.78767,169.563,161
56.2438,45.6352,79204
32.3349,55.6296,76
56.6067,56.1408,59585
-21.3305,121.62,16
45.6397,37.5651,66693
30.7976,-9.63075,64905
15.0502,37.7826,3526
52.9982,85.6647,83359
-4.92741,53.1964,83
53.3776,77.268,15222
41.803,-70.0702,315522
28.7693,52.0101,274
-20.6301,118.911,4015
31.6283,62.5723,8
6.35592,-10.4995,245969
59.8072,34.07,20783
53.7162,116.193,270
16.1179,73.1615,1561
44.3092,135.677,13623
-27.1242,115.787,24
5.31028,-3.26935,8489
21.2033,69.2274,3
54.3558,44.8885,116723
59.8109,32.1738,56453
-26.3829,118.305,145
31.6725,64.8749,270
4.26038,-7.77147,25042
61.5213,28.4205,239191
21.1386,57.4655,58
-24.6388,-48.7579,4628
55.7602,40.7243,106559
42.7272,-70.7911,1093240
-21.4604,117.589,19
57.9895,32.0473,37587
34.9683,62.3108,7054
31.0448,61.4792,40960
6.15543,-8.85392,22129
59.7148,37.943,19478
51.8105,117.213,9367
42.4887,-78.4224,218442
52.1411,38.1171,93802
33.2448,61.2724,14
58.8998,33.0293,29027
-24.7002,121.487,7
57.9472,28.5329,57536
39.7188,-78.7822,27674
25.3327,53.7861,272
65.2232,34.895,3076
61.5754,50.5338,48637
55.8937,38.9299,347076
-23.2968,-52.8446,20486
-45.5334,168.489,16948
-18.4963,-58.6161,3298
57.9314,35.6767,21176
51.3663,55.7648,100986
42.7201,-72.3187,329559
29.3894,52.9267,19372
-20.6605,117.916,11
29.961,61.5775,35
60.7102,35.1741,10778
-24.0929,47.5016,88905
26.611,31.5287,885
63.903,-161.155,576
-24.1761,46.3419,72365
4.67141,-160.598,468
54.455,98.461,6367
-3.80912,-80.0707,29019
40.6636,-78.1807,94699
23.3754,54.1797,3343
-22.8595,-51.8038,3530
-24.7451,-53.9217,26385
54.8914,39.5871,101299
24.9104,54.8713,69474
-20.7389,-51.7264,2873
-25.3478,-52.9256,2184
56.7681,40.0753,88675
-24.4973,-50.8331,4359
66.9501,32.8439,9157
-27.2425,-47.7954,40
52.2644,36.4945,88783
36.7098,63.4112,87
58.8678,29.3949,32546
-25.5204,-50.8707,26639
54.2216,35.1273,29858
52.5509,70.3939,19900
17.9489,37.693,87
19.3424,33.747,18350
56.615,68.8353,35838
41.407,-80.5226,73056
-20.9951,-47.5991,23172
53.0108,39.1419,88718
67.6352,-158.058,21
23.4169,33.0522,387
51.819,104.834,18040
30.0163,63.8145,4
59.9806,47.3632,15175
37.1148,59.6367,13342
58.8153,27.6278,54698
29.2641,19.6949,114
6.13668,-161.958,26
53.8026,91.1489,60069
53.7936,84.2543,115337
-11.7127,-77.7835,3190
-13.219,-73.8011,38706
27.4461,50.2876,3
53.4916,60.2682,40743
23.671,45.2522,395
52.8005,58.7143,76573
47.9388,135.206,55018
-26.1037,-49.8522,16055
54.0181,38.5052,48846
52.5023,55.4864,54277
41.6927,-76.0608,59489
24.7612,52.9113,342
-22.4105,-50.7582,2390
51.2703,37.1398,129470
22.8282,53.3246,721
54.1324,36.8077,84449
12.2149,76.1318,16664
48.8796,135.238,66324
23.1057,71.327,561
54.3448,51.6084,60954
-22.5447,-48.6893,5056
51.9935,39.7534,201494
44.6218,38.1064,207869
45.3939,39.074,359530
59.4794,-151.081,2594
21.143,17.1098,259
52.7501,103.952,127091
27.6434,57.5021,100
59.5329,57.2322,53551
-23.0125,119.731,3441
-13.8691,-72.8368,13984
52.5323,98.8304,54
-11.0781,166.644,90
26.5963,45.3688,71
54.7473,74.0442,130466
54.5729,82.7881,173604
-16.0335,-75.081,599
54.7409,41.3454,52334
-23.7222,-53.8798,58358
-16.9839,-57.5797,42
56.8842,38.2438,116668
55.4694,68.8011,32035
-25.0857,-49.8161,11793
68.6822,33.0694,17173
31.4312,74.1589,25587
58.6834,49.9014,103906
43.1545,132.122,163278
-5.74451,110.073,1438
8.93645,170.069,11
29.7167,75.1206,2773
56.4486,43.7748,263348
28.2241,58.4868,393
60.2318,53.1046,3668
-23.019,118.786,962
-13.7211,-74.8708,1970
61.5846,30.3481,60164
24.3478,53.9857,28488
-21.3478,-50.721,6156
41.8046,-71.5662,1109121
27.7506,52.2454,1392
-22.208,119.244,955
30.5355,62.6537,74
58.8767,34.8909,27760
60.5025,25.7093,279690
31.1279,66.0447,2179
35.3479,58.6479,366
59.7395,28.4796,67400
-17.4269,-58.5687,133
57.8618,37.5271,41547
18.1963,35.3809,205
-29.9746,131.165,39
42.5663,65.7499,25
22.479,32.3053,124
-11.2065,162.779,199
43.1642,67.1275,42
-31.9435,127.517,25
42.4974,63.0013,932
21.5377,31.5684,249
21.3088,34.0139,7
-26.3074,128.852,159
40.7864,64.4643,244
44.0101,58.676,3757
40.2239,68.4768,97693
39.0622,65.8501,19303
41.9546,64.4038,1163
-14.68,166.977,5327
10.4349,46.4097,46
40.6908,72.5175,54912
-27.933,133.553,34
39.6226,64.5225,14570
63.0911,54.0444,13202
32.0517,73.0485,1282
57.7637,39.3967,131524
62.8381,47.8001,1005
32.216,68.3616,16
26.7809,61.8542,730
-6.47467,110.795,156957
10.7031,166.853,99
57.614,50.3606,35623
30.5341,69.484,3
27.3276,62.8827,1644
27.3434,67.2127,5
8.18385,167.365,34
-20.7166,115.011,52
59.1591,45.896,17937
29.4541,62.7325,87
26.2922,67.2173,292
25.7794,64.042,3
24.7526,66.1785,91
8.15761,168.432,6
25.1355,58.8936,26
-20.7036,115.966,14
61.0101,46.7971,43352
28.4138,65.0017,87
64.5087,57.9219,2245
33.2732,70.7626,373
33.8722,69.5875,89229
9.40082,-1.71337,27572
24.5761,72.46,1237
50.5657,43.582,25345
8.34654,-4.80507,14220
55.4439,51.2126,82796
24.7229,68.271,2338
32.7489,69.5518,121990
63.1806,43.3406,5904
62.3314,41.87,4927
26.7988,68.2949,440
-8.50541,110.146,15238
7.23437,172.106,234
35.4261,73.3458,1299
28.9287,68.3203,73649
66.968,66.8415,10721
61.4693,40.484,16832
28.366,69.4206,424
25.7465,61.9408,836
62.1967,44.0313,9020
31.636,69.5174,18
25.782,66.1579,1
28.9517,66.0922,13
66.2098,59.7474,3196
37.0646,74.7685,3941
36.402,75.948,603
26.8253,66.1367,2173
27.882,66.1148,929
-43.7404,147.452,553
25.2531,63.0237,128
26.8191,63.9878,13
