lat,lng,buildings
-14.5391,38.0379,37841
56.188,13.6319,157672
-2.41482,16.9574,1057
0.366086,18.8989,14715
14.7799,-8.09307,485
6.33058,44.753,305
21.3796,96.1269,109740
-4.02262,27.74,976
54.1596,8.46758,190359
-3.34521,16.3063,192
28.2027,15.0274,4
36.8656,115.583,6343
-12.241,29.6779,33936
42.2414,22.1834,58125
-13.1779,15.2758,2993
-16.8101,21.4569,3403
1.28687,19.5415,1724
-70.6194,12.1725,15
4.48782,5.84615,26831
1.79597,101.299,46555
-22.0714,24.1185,340
38.461,-93.3585,5500
8.68982,3.82582,30120
38.8409,-105.893,15544
6.96946,11.3054,33118
-7.33806,34.0603,1245
29.5415,-98.5399,79865
8.23367,42.6489,3
55.0481,9.21727,418169
-1.42234,16.5034,8898
-10.829,23.1449,130
36.1467,69.6628,3978
10.3228,47.3663,197
50.3506,78.2845,838
13.8349,40.3522,4269
20.8516,98.2014,42875
-2.99962,27.2164,11082
-5.16991,30.6139,46364
-3.96004,11.3295,229
-11.5176,38.6726,19098
-6.25611,32.3324,1713
14.1353,-7.35533,1112
-10.5418,40.4288,113577
-11.4939,37.4958,97312
20.5571,101.459,2584
-3.69781,21.9458,205
-22.5147,32.9185,30
-16.547,36.7999,71950
-17.4664,32.4962,18006
1.33877,18.436,2438
-16.5588,38.0058,2487
52.82,12.1389,414699
-5.44972,18.3516,18853
16.478,32.7791,10581
3.56314,46.3517,981
-13.3438,31.4444,32871
30.6872,-98.369,193147
6.80825,38.3584,161497
4.4908,45.8175,3191
17.7834,102.808,6828
-6.71583,22.2843,18231
11.0602,-13.7595,24478
-14.3401,30.7917,90255
-12.4672,18.2623,985
16.9342,94.8431,602197
-4.92521,25.9274,5809
-9.47439,37.5316,4613
36.8263,114.419,15686
-12.0429,26.0606,27102
40.9556,116.291,534
-10.1393,28.5826,58628
-22.4199,57.3591,1
-15.5579,40.9894,1388
42.5811,-6.85427,49461
12.0434,27.0679,15
-15.5251,36.2185,77718
4.5134,95.7461,14920
-14.5216,36.8425,19100
79.9332,28.2675,1
19.4656,101.119,1889
-4.65067,21.2909,541
-15.5431,37.4224,13604
2.0313,98.225,42804
-14.4679,34.4337,106380
46.4786,-92.4739,11080
12.1576,2.33101,361
-17.3634,47.8929,7904
-18.414,30.5999,293754
-12.5169,38.0695,556
-19.8731,21.8073,5361
11.3242,4.00427,70379
45.758,86.1896,163
11.4529,36.0876,4332
20.0298,99.0671,2094
-5.95962,26.4489,2367
31.3063,18.3422,16
40.109,116.707,92948
-12.3468,32.0912,37334
49.6191,79.7122,44
16.0484,37.3781,1782
51.3767,17.4296,815994
3.44247,12.2221,22273
36.0042,-4.30873,560
11.9841,28.2187,355
42.3437,-8.29552,142679
12.8944,28.8774,1156
-2.4823,18.0691,3480
7.43239,27.2857,19
31.4004,-99.4372,2840
7.57525,39.991,6134
1.73609,97.0926,14
-17.5626,37.3848,75665
40.9393,111.571,3200
-10.1997,29.7798,37904
38.6524,-103.366,1553
6.97902,10.2407,14917
54.6426,26.5064,178501
-6.13475,14.3429,41328
17.1008,-6.44422,85
10.6594,-7.50462,2712
27.0342,-8.51167,158
24.3517,-105.983,3
2.397,35.4955,47783
40.0828,112.095,527
-9.152,29.234,81908
31.7369,6.85658,9
0.0825714,24.5312,1609
22.1129,13.9703,55
2.69509,29.8353,64120
39.1981,111.426,337
-11.19,29.1279,75447
-15.4093,17.3825,5704
46.0368,19.1175,119786
2.43561,14.74,112
24.0368,-111.615,80
-16.5877,19.0572,102
2.33503,36.6176,349
-13.0544,14.1398,273
41.1065,-90.171,60333
-71.2521,-67.9463,1
8.70413,4.8466,249941
58.2548,-156.711,452
-20.4019,45.1098,7775
-68.9825,38.7637,28
48.5617,13.3337,763337
3.36958,14.312,3199
46.0409,20.7341,199249
2.47834,13.6808,870
12.4155,35.6763,1293
48.6507,14.9793,558684
3.40679,13.2615,4680
41.9481,-4.44155,57051
11.78,31.6378,86
44.663,-91.646,15282
13.0236,1.68813,976
26.8454,8.01211,466
0.456556,104.012,6558
-16.9116,22.6682,26997
2.59882,10.5722,5913
17.7813,-7.19372,1163
-6.02396,27.6241,2560
15.9421,5.05312,695
-61.7735,-58.5428,180
8.56066,48.2509,853
22.6739,-16.1633,97
-20.8118,21.1068,831
-5.05166,28.2682,8731
-8.72477,22.124,3641
48.135,118.947,217
-25.8731,14.4129,14
-14.5823,19.2459,1451
-4.50427,19.0098,64416
13.7986,-8.38129,4175
-9.21015,30.4263,16323
-0.915695,25.0348,30
32.5093,4.79859,337
64.9499,-143.393,22
25.007,10.6824,408
-15.1398,26.4683,102339
-16.1195,25.791,23699
12.1347,-10.7015,7118
-18.7043,20.07,2077
-19.6387,19.3718,446
13.39,35.2565,1209
42.3138,-101.573,277
13.303,17.2043,7040
-4.45681,37.0447,32519
10.694,-14.7767,41980
45.807,81.8091,935
11.9137,41.0659,12048
-13.918,23.5105,39922
9.64505,35.8129,3053
47.6885,85.3542,4725
10.5863,35.4051,5962
-17.5679,38.5923,276
28.1255,-8.17771,29536
0.916272,97.9126,1891
-15.4691,33.7943,23353
43.5702,-86.4352,14421
12.9177,-0.344314,6377
42.3416,-88.3578,368307
12.9723,0.664861,253
16.9336,38.1005,1201
6.733,39.4439,1330
-10.5221,51.4247,51
45.7097,-91.2852,10472
14.6853,-0.635996,3905
50.5473,20.0115,1014110
4.2905,13.8892,22686
-16.381,30.6966,27100
11.6648,-14.5549,2540
12.8276,-8.66397,22470
80.3007,17.5551,15
21.1237,99.4021,503
-4.72176,22.442,17063
12.4837,-9.68217,3531
4.57424,55.066,2
56.3466,17.3415,6836
-2.54936,19.1897,798
16.1109,95.7081,396877
-8.95453,25.6635,6764
5.34422,94.9114,165751
-12.431,34.4962,14380
32.6397,60.1695,534
5.95403,-7.24223,161
-4.30805,33.5746,130949
49.5745,15.7738,620508
5.19803,13.4714,6318
-3.34304,34.1868,320860
35.0291,64.7346,690
5.29146,-9.10948,6365
28.1629,13.7113,6
-17.5296,34.9501,157968
-10.7437,21.9612,133
0.530109,15.6113,344
-14.4316,33.2225,71377
-11.7999,22.4722,280
40.9694,115.141,9326
-13.0245,25.3908,27508
-14.0825,25.9269,5766
44.9586,-82.822,4689
12.068,0.297966,5021
8.73468,10.1107,64535
-22.9026,22.1675,807
24.6564,-112.714,2865
-16.4674,17.8709,1301
3.17311,38.3042,250
28.2114,-114.913,365
-20.5635,18.6707,1000
-11.9667,24.8599,11291
-14.389,32.0081,208133
63.3931,-148.867,888
-16.5167,43.9057,446
13.9977,3.12787,7048
45.9788,-89.7325,30099
12.1144,1.30767,4524
52.4339,73.7285,1326
18.311,34.2075,6837
38.3607,-107.21,12207
5.29007,8.29305,24253
11.6297,98.7964,11077
-11.3073,16.6283,224
6.93718,-0.812321,11383
4.62247,28.803,99417
-22.5246,18.4727,3976
52.1348,14.802,437992
-4.35303,16.7624,9381
11.2689,38.2527,4920
-21.5316,33.5826,33286
-20.5426,34.2398,141587
7.64333,21.7191,201
43.3641,-101.412,1292
15.2311,14.8251,15
-1.67049,5.495,1916
31.2895,21.0964,110
-3.48876,18.5368,1553
-15.431,32.5762,1042
-12.5557,43.8703,21709
13.9422,27.2113,62
2.15317,21.2944,647
60.0115,-141.866,22
19.1224,19.5916,9
22.782,28.5523,218
65.682,-144.979,65
26.0948,12.5173,2648
4.56787,44.776,19389
6.41412,43.7092,2918
36.8933,116.734,11561
-12.1801,28.4707,66522
33.2939,22.5555,615
57.2898,-156.974,25
-21.3424,45.7055,508
8.80449,100.141,4127
-14.3524,16.9001,1080
25.8345,-112.681,3
5.33203,46.3169,3956
64.4181,-158.917,23
30.2789,20.3886,953
30.2882,19.0247,1006
-6.96537,12.5947,143
24.914,-12.3854,200
-8.04291,27.5062,1199
-15.7968,55.0047,5
-13.8385,12.343,451
-7.38356,35.2341,71179
26.1396,13.8008,811
-26.0482,15.6183,26
18.3546,96.35,1237
-4.85913,24.7612,2144
27.4608,107.156,1122
-47.3413,38.0456,1
-21.3537,28.57,129244
-9.77508,22.6318,90
15.0209,99.7791,773
-4.98942,27.0967,6558
-21.5012,32.332,8229
5.72062,24.9355,1582
33.6028,57.717,28
5.42803,-6.58625,31899
-1.9835,26.6974,4181
-9.26433,31.618,71167
-9.44055,36.3582,1637
40.896,118.529,395
-10.2556,30.977,70621
3.5702,8.18644,687
-1.59632,38.7977,322
52.0375,13.0754,863051
-4.4292,17.8815,23308
9.87131,-12.2124,17638
11.5229,-9.94989,25250
68.4389,-144.867,109
30.2647,16.3088,80
0.393637,99.8534,8623
-22.1636,25.3692,4054
-25.4938,18.7866,944
-5.55106,39.8891,127656
2.66402,104.667,437
-20.9239,22.3372,8959
8.82195,-8.0591,6252
10.3227,-8.49157,41013
10.1009,-13.9872,42160
33.7456,60.0431,54
8.48455,-9.02853,46754
9.39764,-8.76254,12748
-2.97786,10.9185,868
-9.85585,23.8138,31
39.2363,112.599,771
-11.127,27.9261,4670
-25.0197,15.1275,13
41.8345,113.483,749
-11.3015,31.532,84926
-19.45,31.1726,129371
13.1926,5.91412,274321
-12.3583,17.1024,42174
-6.04518,13.2491,53633
50.5415,21.729,788534
4.18513,17.0782,5742
-10.0746,27.3864,619
-7.97633,26.3215,985
-10.0058,26.1922,2034
40.1069,113.277,3647
-9.08995,28.042,2561
15.2696,35.5325,9853
5.10849,16.6357,3615
-1.35914,15.41,1749
9.28772,-11.4605,25589
4.9603,20.9809,64566
-10.9102,24.3342,16365
41.2422,-110.865,8986
6.92577,14.542,30597
-4.25457,32.4102,257041
7.11682,101.786,35
-17.1748,26.3362,120984
7.27224,30.6264,3797
43.2124,5.34792,1427797
5.92446,19.4225,11035
44.4611,0.741225,802620
5.00046,19.8831,15638
14.0904,5.2693,159214
64.5054,-18.1801,94
42.459,-0.266303,64627
8.59454,20.0586,1105
50.8199,68.6803,693
17.8169,38.8302,400
39.0535,-110.979,996
6.94287,13.4568,98816
5.62278,27.1717,37173
14.1715,37.0731,672
14.2758,35.9561,55773
-16.1954,27.0148,253724
-15.1558,15.0604,1126
-2.59069,39.3497,13
43.4174,-7.8876,199790
10.0041,30.3119,51068
14.1786,21.3174,30288
3.48834,103.875,485
-23.1979,25.9264,26768
11.2565,1.94525,12838
39.3059,4.50475,3106
5.14037,15.5709,11177
36.0555,115.206,8808
-14.2849,29.5742,94636
22.2744,-17.3228,127
23.0639,-14.9999,6
7.24137,44.2229,136
0.622097,96.784,1
-14.4978,35.6407,83873
-10.3542,33.3669,167677
46.1338,78.9362,632
10.9721,41.4117,66
47.2979,79.1838,802
11.8046,42.1062,1975
13.2249,7.00141,100189
-16.2643,28.2411,221454
2.08707,102.425,8559
-17.0063,23.886,3434
2.08194,41.0448,4828
-16.8332,12.5533,93
-2.00643,10.5129,1285
-13.8273,22.31,6579
27.5555,32.3006,1
67.0224,-155.823,116
26.7263,30.233,22
-0.984818,9.09045,938
10.4931,6.73992,96173
23.6451,30.5459,1
62.3013,-163.365,11
24.7046,30.0183,34
-16.2686,50.5936,7800
22.6903,29.8112,30
64.0528,-150.542,11
24.5965,31.2914,36
5.49401,44.2418,6333
-3.89683,25.4108,3459
24.3505,33.8092,14
19.6488,30.1249,279
33.3213,-108.827,1357
5.41351,45.2846,1176
23.1289,14.5567,10
-16.4892,45.0537,3191
2.29983,17.9783,568
-2.93799,26.0563,47115
-0.856144,23.8902,1259
33.6994,6.62925,2955
11.1736,-10.9594,70606
10.5737,-10.2125,29374
-13.1692,27.8083,273692
28.7502,30.4557,381
-14.8876,22.8297,71714
46.8722,24.8523,79913
1.84427,6.96638,370
12.5418,-6.92927,26888
31.8281,-0.185573,34
5.34011,32.7807,1605
21.965,-15.2462,93
-13.3905,32.6548,150539
30.9906,27.9729,1369
12.7637,99.1219,18774
-10.3641,17.3016,192
19.2008,99.9269,3196
80.6726,23.4367,4
-3.7654,23.0957,6530
37.63,114.797,5271
-13.2914,30.2325,114263
-20.6916,19.8842,4
6.07285,47.8219,190
-8.22242,31.0673,29637
-15.7863,12.1083,4162
-13.5479,39.8254,59536
15.9933,6.15896,7975
-27.4169,33.3593,74
-4.35962,34.7357,320764
-10.3967,34.5576,39713
-12.5476,40.4175,100150
24.2134,35.0516,427
12.1484,24.7549,53990
5.43757,103.406,3293
-17.8688,21.9776,22834
11.7809,-11.7212,29271
7.80179,15.0595,3506
-23.8245,21.4581,11678
8.6603,47.2554,1436
38.2486,-8.45271,108880
11.7038,32.7635,784
64.9675,-161,8
-23.2626,45.7394,3142
41.5931,-92.6315,15491
8.71584,5.87876,178830
7.78465,0.481474,23365
30.2537,-99.5995,5352
8.9492,44.2044,357
39.6165,69.7864,156436
9.64053,45.7267,31718
41.2045,73.9188,3315
9.74357,44.7534,1071
39.0161,-85.81,56605
10.4273,3.60014,27303
64.6912,-145.813,231
28.2446,17.6807,1141
23.8144,-12.665,90
13.0717,25.3911,3698
48.8214,85.7445,6268
12.1237,38.9461,5546
32.2568,23.2118,1371
-18.9307,13.4615,931
29.355,-11.1994,6
-17.3983,17.1796,493
2.27245,37.7343,2283
6.90611,15.6327,17378
16.3787,33.9445,6711
26.311,-109.249,4429
1.36073,37.1583,1393
42.7978,-5.41878,62026
16.5714,31.6046,44
20.4916,32.0637,16
20.3815,33.2766,2
13.8892,1.03984,10409
37.4107,4.78595,1765
6.0185,16.1982,13218
43.5847,1.61294,1498578
6.88387,16.7281,29318
37.48,111.289,881
-13.2331,29.0201,207078
25.7135,6.26493,53
11.3738,19.5212,5687
36.0925,116.358,3191
-14.2235,28.3569,324783
-22.3195,27.8818,107084
26.0355,-104.704,20
1.48113,34.9053,109731
23.4084,-110.524,2835
-16.2099,15.5296,369
-1.54346,37.6689,125705
20.2981,100.263,10283
-6.86272,24.6212,452
16.4145,101.29,1678
-6.79052,23.4501,11115
7.70788,19.4894,7
3.68373,96.5769,38831
-12.3916,33.2953,155203
39.1142,3.13869,40613
5.98949,17.2643,12373
44.2204,5.94073,380160
9.5696,17.247,158
-4.95244,11.7458,243274
43.7447,-100.018,1613
12.3634,16.6388,54211
11.4179,17.226,17603
44.4007,-101.247,269
13.286,18.3696,1327
7.21338,31.7396,1160
8.1339,31.2246,2411
40.6675,-109.601,6986
6.08009,12.9598,7666
43.5963,-104.047,1965
4.37999,10.7976,40896
46.0101,17.5054,96689
2.55995,11.5964,24267
49.4952,14.1023,665671
5.17021,14.5159,6824
24.5882,-110.471,17105
-18.583,18.8655,1541
41.2504,-101.731,6071
9.62531,9.5028,251216
-72.5624,-12.6395,2
15.0363,5.70933,35845
-24.9693,23.2525,8893
4.19661,36.6584,547
-17.5256,18.3652,3905
-25.763,21.2791,341
-0.379809,33.7074,122498
26.5738,-6.48269,5603
4.56654,29.93,33556
17.5245,101.628,765
-9.93279,25.001,3958
-11.5651,44.4253,20818
42.3077,-1.647,44402
9.45755,21.771,863
-21.1226,24.8176,25812
22.4975,-3.69947,23
-22.3939,43.9613,12827
12.6485,-14.3286,4862
42.7989,2.48967,785025
5.03855,18.7924,1828
42.1375,-3.03925,81551
10.9567,29.8427,284
1.71696,30.3576,592081
41.3387,-97.8246,20596
11.4504,11.5702,29305
7.48012,26.1746,496
9.06298,30.7725,6893
-14.5505,39.2261,38479
-1.04629,10.1124,512
6.39945,30.0233,55455
7.3284,29.5124,2207
9.9385,31.4279,24061
41.4422,-0.752027,37865
11.3981,18.3722,211
29.5251,-2.20117,107
3.60676,30.4486,492954
70.475,-142.663,218
30.2835,17.6643,46
31.2137,23.8549,76
20.481,-16.6232,401
21.1728,-17.5416,26415
51.128,12.2953,1102844
-6.39482,17.6911,12
6.85904,17.8273,51528
36.5924,-6.5311,44284
11.0198,28.7086,162
37.6774,-6.13387,55772
11.9203,29.3646,375
5.95815,18.3393,5994
-26.8996,23.0873,1160
50.3211,13.2077,640877
4.25716,14.9421,15917
26.5308,-103.515,35
3.92349,41.0505,7998
-31.0841,18.1719,179
-20.4793,31.75,5511
14.3616,93.0435,171
-21.4614,31.0789,8350
38.3626,72.3297,4603
14.3757,34.8281,227
63.8479,-156.944,5
29.2677,18.3457,1
-24.2512,45.1679,64737
7.94409,34.5427,40037
31.3894,-2.59203,1878
-20.4343,30.5016,148729
22.1461,16.4687,4
-17.411,46.7729,8438
-18.4604,31.8375,35847
-8.37009,34.6179,115373
40.5755,0.113888,78798
9.4911,20.6375,3935
43.4656,0.231326,774615
4.10591,19.2505,2944
12.5713,-4.24951,18350
17.1069,-9.33225,15481
60.7791,-161.549,1231
25.7667,29.4793,472
61.4184,-150.056,81568
-16.5381,42.746,14
-21.2087,26.0653,35791
46.7671,-90.9064,44394
13.0714,2.72513,27901
43.8957,-90.5158,10583
11.0864,-2.01197,7408
28.724,-1.43147,34
-1.20936,30.7954,459022
22.772,-109.443,16628
3.23817,37.1949,1021
-18.7709,12.3168,37
-0.769529,41.5876,2700
-19.8173,12.7696,85
-5.95443,12.1675,3776
28.3806,-104.482,1
-29.9237,16.3992,1
9.1319,42.1215,513
-16.3414,16.6947,13
-1.3797,34.2485,857952
17.8166,98.4036,19224
-8.41203,35.7944,166354
-8.45031,36.9658,43642
-0.605744,38.2484,72601
16.9896,-15.3088,4325
28.2463,19.0152,116
-16.4689,33.1485,102848
-16.5021,34.3702,109336
12.754,-11.4683,12367
21.3277,0.978355,859
-6.44494,37.0056,207540
-6.202,31.1562,33958
23.6825,-6.35675,3
-1.32357,33.0999,19861
14.3769,-11.9978,59602
20.2798,95.8024,4468
-4.79128,23.5991,223
-13.4662,35.0666,12049
-8.27525,32.2534,141789
27.7013,-103.393,36
8.40427,40.532,415
-30.0937,17.6477,405
-14.8838,12.7864,308
29.1139,25.1024,133
44.0958,15.9596,100112
-9.21924,15.6972,186
-10.4347,35.7441,94059
3.38511,95.4395,6
-11.4318,35.1234,56981
29.9699,9.65489,488
30.9181,8.91369,63
-7.23743,31.7027,21283
15.4322,-8.84694,417
-26.142,45.1977,2604
24.0894,22.8658,927
-9.31945,16.8298,230
14.0917,-10.1701,5080
14.4389,-9.13084,6248
17.2358,96.0279,306380
-5.824,24.1076,15146
-14.5559,40.406,49584
-10.9682,13.2425,148
44.9319,-90.1336,19969
13.7003,-1.98492,55633
41.2967,-93.9846,47694
13.3221,13.736,42674
-9.40262,35.1792,197235
-6.99916,26.9751,10470
31.123,-113.705,1063
8.35732,50.2071,47
-9.60265,20.2866,70055
13.194,-4.9283,24888
33.5562,5.31638,167
0.0248902,25.6734,2540
-8.10618,28.6927,37236
9.73489,-7.7844,11941
-23.5367,34.7675,13504
31.6055,5.56679,9400
13.5715,32.9975,8758
29.7549,-1.02687,16
2.75182,28.6994,2997
3.7194,28.1859,288
13.5113,-3.93344,193547
15.0216,-12.8012,51012
16.7718,-7.49944,78
13.293,36.371,2887
40.9366,28.9957,431575
-12.129,14.8147,1065
21.5732,-16.3959,328
64.7216,-15.9807,379
9.52096,19.5051,691
15.1145,-7.05748,1202
13.7388,-11.2102,8354
16.6026,-16.3976,32148
43.8126,3.03136,651832
6.04127,15.1135,14093
14.7348,-10.9469,91020
40.5644,127.739,14283
9.86912,51.0995,22
-24.735,20.7449,67
12.8708,-5.9271,28113
14.6135,-1.64323,63570
0.845551,28.5942,68538
43.12,15.2156,10
-11.1975,15.4881,109
27.0029,0.0565337,412
-0.148911,29.1156,597057
-7.3387,17.0284,175
47.0359,-89.3114,9037
15.6899,0.763832,15244
12.51,-17.2321,1830
10.2244,-11.2124,85662
35.073,-101.331,71979
20.3372,0.577413,143
13.4988,-6.63343,76421
-25.1609,45.7739,224240
-26.6564,20.5594,2073
14.7901,-5.31186,3798
29.0125,10.3859,501
14.674,94.2151,11
-22.383,29.1414,18893
27.9714,9.82051,1152
14.4659,-6.33197,8902
0.438498,36.5761,37703
47.9264,-106.436,2344
15.374,-3.28972,57755
39.5728,-109.671,122
7.85399,9.64294,173230
38.2387,-84.8857,226834
9.51981,2.19485,67049
46.8881,86.5821,139
12.0201,40.0124,526
12.0323,-13.5272,7679
15.1077,-4.29562,90980
48.3158,88.6353,1638
13.0874,38.5663,4278
43.1709,-9.3524,24964
10.819,32.0916,192
11.6237,33.8808,4473
14.4711,33.69,20009
42.0582,26.8143,31699
-13.2975,16.4236,30
32.2948,21.8187,18295
39.724,0.955919,2
5.88841,20.5131,55415
40.1225,26.6358,55675
-14.2302,15.7429,578
10.4935,98.473,41194
-14.4698,18.0681,54766
38.9089,1.79454,21641
7.76072,17.2673,64906
14.8137,39.9839,414
-18.4986,33.0731,279420
37.915,-4.79533,18780
11.079,27.5693,1484
-18.5508,35.5338,65154
15.1281,21.937,38332
9.46492,0.214082,41380
15.089,23.1286,42
13.309,11.4558,74938
45.8465,-95.52,6989
-1.24135,-56.9457,3
13.3181,12.5922,128234
65.91,71.578,1572
27.6328,80.3561,1053
-21.2082,47.9962,420921
39.5532,-0.362759,168944
6.73205,22.2371,11539
6.80164,20.0343,4700
22.1484,17.7265,77
63.2624,-142.812,106
18.1176,20.1929,9
40.2773,-98.0184,5156
-2.98186,-56.0528,62
13.3146,16.043,5606
61.3729,-144.417,125
18.1384,18.9722,9323
62.3151,-143.644,120
20.1417,16.5051,59
40.1653,126.763,35311
9.12022,50.6563,46
30.5452,-114.888,132
7.58044,49.7517,469
-7.1824,30.5209,36932
10.5456,45.4384,897
-20.2454,26.7565,100281
39.8991,-99.3616,2946
-4.66064,-57.0794,46
12.3789,12.0761,38500
12.3955,-12.4981,42393
-6.08585,28.801,66920
-3.1194,29.5419,232112
30.0738,-4.19485,114
25.2822,-14.4897,73
-63.6968,-58.855,16
7.73001,37.8286,17891
1.21021,99.0418,45436
-32.7073,115.804,3183
-17.0942,25.109,24289
-41.0797,-67.6367,433
8.30346,27.9097,75842
-15.3345,30.1331,8757
40.0459,110.895,2138
-16.3262,29.4688,144990
58.6928,61.2509,15669
6.12228,-1.14047,19071
6.27571,102.599,5982
-20.165,25.5122,12534
15.0794,6.81302,1450
43.3946,6.81073,1017866
5.07456,17.7097,7697
-17.3725,30.032,306254
-17.3141,28.7988,256799
18.5589,93.1016,1
-18.3596,29.3615,293572
-19.3415,28.6854,171920
11.7624,49.673,329
35.5992,68.4074,10471
10.9871,48.9889,486
38.6033,127.553,7871
9.98095,50.146,334
-19.2746,27.4426,98700
-6.14523,29.9787,36916
13.4559,-9.4092,19665
41.142,126.843,33984
11.5012,51.4958,212
-24.318,43.9804,2282
11.6322,50.5923,483
10.6189,51.7117,160
44.3652,130.201,2304
10.7423,50.8196,152
58.691,-154.875,45
-22.3366,45.1386,2657
64.8966,-156.604,75
-23.3287,44.5636,47665
-15.492,45.607,2974
-22.5993,151.085,54
2.6373,30.9711,1343267
5.11038,98.0306,1476
-20.0759,24.2718,11533
58.3077,80.3483,290
-19.3992,57.6564,453
28.021,-107.993,83
1.42108,36.0342,25536
-18.1799,15.3131,2181
4.57093,99.9956,1310
75.7564,59.4432,19
-19.0246,23.7316,3678
-32.8338,124.513,4
11.2934,-15.5807,7739
4.06362,20.3486,5506
-51.8369,-73.5439,16
-5.65108,138.463,1026
35.6475,6.39301,3176
14.063,38.1786,14881
-32.5437,118.939,345
15.6722,-13.6208,58707
29.3802,-114.9,8
-21.9068,13.6938,81
46.9599,82.1147,6132
13.192,37.4745,3392
8.67071,16.6993,96065
-26.2145,16.8367,889
-19.5243,33.6544,466158
41.0465,27.4833,157473
-12.2455,15.9529,24426
22.5085,-105.022,7653
-17.2651,16.0048,156167
-3.19172,-171.794,88
-15.3848,48.9396,7490
-5.37955,35.2881,193223
26.2657,-7.65885,13
-23.4331,151.93,34
1.60007,32.6361,83141
10.4622,-12.9787,57950
7.67055,99.8171,17590
-18.2268,26.8868,118660
50.2548,87.8609,8559
12.2243,37.8676,55985
-11.5364,39.8417,26722
-15.4256,47.8425,7856
-0.206864,30.2652,592499
-24.8572,21.995,57
-2.63885,40.4721,11200
-27.3914,18.5851,403
-7.12429,29.3383,5167
81.695,-31.9227,1
-19.4,29.9291,266084
-20.5154,32.9965,298390
-19.4914,32.4148,114289
-9.3145,32.8081,607318
-8.32449,33.4372,307832
38.6907,0.473246,89146
8.62324,18.9362,18204
-34.5674,122.027,2
11.4226,-12.7408,149653
56.819,-170.25,381
24.1699,-14.7477,86
28.9059,-9.05774,692
59.7749,-143.847,6
-14.4011,49.4515,342349
59.3313,-140.698,32
-14.438,48.3658,43913
37.8361,71.0047,34676
15.1622,36.6633,94443
72.8141,-54.9568,886
3.48861,32.709,182522
25.1851,17.0572,8
-14.4703,47.266,491
9.0565,-9.74223,71249
30.8795,-5.02756,1003
51.0723,86.5767,12084
15.9284,38.4993,5012
-25.6334,20.0282,375
-6.4851,38.1612,134167
26.3949,-111.527,8439
1.30017,38.2765,828
1.23947,39.3883,9434
-16.9822,13.6909,693
-33.7939,151.818,95305
17.237,-2.6237,983
-2.27524,32.4867,571397
30.3123,-7.48649,4912
42.0281,-98.9982,808
-4.73842,-55.1484,72
12.3821,13.2072,138258
1.17871,40.4927,5796
-17.7248,11.8701,27
-1.64824,39.9194,538
-19.9794,13.9247,275
0.26423,39.9341,104804
-20.8628,13.2285,20
15.2121,-22.6835,1422
-8.95315,-61.0316,179
-34.9402,20.3368,1035
28.1233,-110.304,360
0.380212,37.7019,45094
-2.33074,33.6415,615836
-4.40921,35.8927,267167
4.02957,101.945,5162
73.5824,81.3985,370
-22.5534,35.4231,54552
-22.4929,131.128,41
14.9173,-15.7589,78518
-19.0849,14.6197,660
0.496889,35.4449,118198
33.6739,-99.103,11532
17.4253,-0.570945,1605
27.6745,-97.6741,115038
8.48617,39.4619,30468
71.257,114.402,237
-16.5275,136.256,314
7.3818,28.3985,44801
-14.7417,11.6692,311
34.9551,-87.0794,93855
-5.35297,-54.1916,63
-29.0025,25.4948,285
2.85871,-64.9784,84
6.96274,1.0936,134380
-71.5744,3.4416,17
0.0648073,6.71985,8203
-26.3881,126.615,202
15.0867,-9.89642,19889
24.8601,-104.812,259
-0.549953,37.121,145171
49.6898,90.7806,104
15.408,-24.6727,6400
-18.8185,21.2832,3072
64.689,-24.1472,1869
32.7717,-5.50327,1042
28.8688,-103.269,752
3.85277,42.1297,10132
27.0145,-102.32,268
-52.1801,-67.8216,70
4.79394,41.5919,28396
41.8297,114.681,393
-11.0593,26.7259,114679
33.9417,-101.481,76838
-8.75546,-71.4246,17
17.5135,0.479259,1300
34.3785,-100.208,1022
-11.8344,-68.6918,6706
18.4787,0.86818,2332
-24.6031,19.5034,621
-1.54879,18.7192,42571
33.0075,10.0662,17478
26.7056,-105.787,465
3.10723,39.4071,10259
-17.8817,13.0044,515
12.8924,-16.1902,69583
25.8041,-5.66683,4
2.57852,32.1059,335314
23.6841,-104.918,1144
1.54082,33.7723,369296
-4.14207,30.0757,740832
32.1377,12.1639,42320
-1.09301,28.4873,140941
-51.1687,-72.2974,967
2.96692,24.1724,38561
-7.59449,138.788,1806
34.6026,5.8477,4224
-15.2113,27.6884,536004
-25.0766,46.9458,48397
28.6276,31.7748,39
-6.40194,35.844,193357
29.5174,-6.61763,412
-7.42584,36.4032,34408
-22.4368,30.4015,32379
-24.1398,25.2237,122811
-21.3349,16.7641,1093
-2.38514,34.7932,84323
66.7815,-22.8666,133
31.6882,-5.88327,7809
62.8497,-161.297,2
0.158839,-176.139,1
25.6604,30.7679,61
33.0156,-8.94807,463
27.3678,-106.884,115
-18.3205,16.4861,8185
0.555317,34.3092,580005
44.9637,93.0742,74
-8.4617,-60.0789,4
-32.0646,18.7028,1505
-22.2463,26.624,87398
66.2814,-18.8304,3804
30.6031,-6.25464,5980
43.343,-93.4388,4019
-3.10319,-52.1375,4649
12.3745,15.4894,107960
45.5054,-96.9962,8304
-2.91756,-57.9634,199
-27.1812,26.9249,1010
28.2107,21.6924,125
29.247,21.0466,1485
